codigo_dane,departamento,municipio,tipo_ruralidad,escolaridad_total,esc_basica_primaria,esc_basica_secundaria,esc_doctorado,esc_especializacion,esc_maestria,esc_media_academica_clasica,esc_media_tecnica,esc_ninguno,esc_no_informa,esc_normalista,esc_preescolar,esc_profesional,esc_resumen,esc_tecnologica,esc_tecnica_profesional,estrato_predominante,n_manzanas_estrato_pred,n_manzanas_total,prop_manzanas_bajas_1_2,anio_poblacion_departamental,poblacion_departamental,educ_info_disp,esc_superior,prop_basica_primaria,prop_basica_secundaria,prop_doctorado,prop_especializacion,prop_maestria,prop_media_academica_clasica,prop_media_tecnica,prop_ninguno,prop_no_informa,prop_normalista,prop_preescolar,prop_profesional,prop_resumen,prop_tecnologica,prop_tecnica_profesional,prop_superior
5001,ANTIOQUIA,Medellín,Ciudades y aglomeraciones,2107041.0,631732.0,423212.0,1950.0,30935.0,7510.0,331547.0,81914.0,118135.0,88754.0,4376.0,79239.0,189824.0,0.0,67622.0,50291.0,2.0,4642.0,12098.0,0.5911720945610844,2050.0,7440163.0,1,348132.0,0.29981950991936085,0.2008560820601023,0.000925468465018004,0.01468172664888818,0.0035642400883513893,0.15735194521606366,0.03887631991973578,0.056066778007641996,0.04212257853549124,0.0020768461553429666,0.03760676702541621,0.09009032097619363,0.0,0.032093347969973055,0.023868069012420737,0.165223173160845
5615,ANTIOQUIA,Rionegro,Ciudades y aglomeraciones,94315.0,31966.0,19108.0,34.0,1099.0,247.0,14653.0,4748.0,5594.0,547.0,206.0,3932.0,7264.0,0.0,2806.0,2111.0,3.0,471.0,803.0,0.1220423412204234,2050.0,7440163.0,1,13561.0,0.3389280602237184,0.20259767799395642,0.00036049408895721783,0.011652441287175953,0.002618883528600965,0.1553623495732386,0.05034193924614324,0.059311880400784604,0.005799713725282298,0.0021841700683878492,0.041690081111170015,0.07701850182897736,0.0,0.029751365106292744,0.02238244181731432,0.14378412765731857
5631,ANTIOQUIA,Sabaneta,Ciudades y aglomeraciones,43143.0,12144.0,8327.0,249.0,627.0,165.0,7778.0,975.0,1496.0,800.0,102.0,1876.0,4561.0,0.0,2013.0,2030.0,3.0,130.0,197.0,0.182741116751269,2050.0,7440163.0,1,9645.0,0.2814825116473124,0.1930092946712097,0.005771504067867325,0.014533064460051457,0.003824490647381962,0.18028417124446608,0.022599262916347958,0.034675381869596456,0.018542984957003454,0.0023642305820179405,0.0434832997241731,0.10571819298611594,0.0,0.04665878589805994,0.04705282432839626,0.2235588623878729
5837,ANTIOQUIA,Turbo,Ciudades y aglomeraciones,111917.0,45929.0,21025.0,10.0,210.0,68.0,12003.0,3354.0,20923.0,773.0,234.0,4389.0,1473.0,0.0,568.0,958.0,1.0,430.0,609.0,0.9047619047619048,2050.0,7440163.0,1,3287.0,0.41038448135671973,0.18786243376788156,8.935193044845734e-05,0.001876390539417604,0.0006075931270495099,0.10724912211728334,0.02996863747241259,0.18695104407730728,0.006906904223665752,0.0020908351724939016,0.03921656227382793,0.013161539355057766,0.0,0.005075189649472377,0.008559914936962213,0.029369979538407927
8078,ATLÁNTICO,Baranoa,Ciudades y aglomeraciones,47101.0,14629.0,10009.0,8.0,136.0,11.0,7913.0,2422.0,3937.0,46.0,393.0,3182.0,2472.0,0.0,562.0,1381.0,1.0,483.0,711.0,0.9353023909985936,2050.0,2922132.0,1,4570.0,0.31058788560752426,0.2125007961614403,0.0001698477739326129,0.0028874121568544194,0.00023354068915734273,0.16800067939109573,0.05142141355809855,0.08358633574658712,0.000976624700112524,0.008343771894439609,0.06755695208169678,0.052482962145177385,0.0,0.011931806118766056,0.0293199719751173,0.09702554085900511
8001,ATLÁNTICO,Barranquilla,Ciudades y aglomeraciones,1047796.0,285552.0,208984.0,774.0,13214.0,2416.0,165015.0,43634.0,61367.0,3135.0,2292.0,62372.0,135975.0,0.0,21240.0,41826.0,1.0,3505.0,7799.0,0.6932940120528273,2050.0,2922132.0,1,215445.0,0.2725263314614677,0.19945103817918755,0.0007386934097858743,0.012611233484380547,0.0023057923488923418,0.15748771707469775,0.041643602380616075,0.0585676982924157,0.002991994624907902,0.0021874487018465425,0.05952685446403689,0.12977239844397193,0.0,0.020271121477844923,0.03991807565594829,0.2056173148208239
8296,ATLÁNTICO,Galapa,Ciudades y aglomeraciones,29383.0,9868.0,5929.0,2.0,22.0,0.0,4929.0,1065.0,3200.0,82.0,37.0,2150.0,1073.0,0.0,216.0,810.0,1.0,403.0,545.0,0.8770642201834863,2050.0,2922132.0,1,2123.0,0.33584045196201884,0.2017833441105401,6.806656910458428e-05,0.0007487322601504271,0.0,0.16775005955824795,0.03624544804819113,0.10890651056733486,0.0027907293332879554,0.0012592315284348093,0.0731715617874281,0.03651771432460947,0.0,0.007351189463295103,0.027566960487356636,0.07225266310451622
8433,ATLÁNTICO,Malambo,Ciudades y aglomeraciones,91789.0,30027.0,20737.0,50.0,63.0,2.0,15604.0,2756.0,8622.0,870.0,100.0,6793.0,3054.0,0.0,867.0,2244.0,1.0,1100.0,1231.0,1.0,2050.0,2922132.0,1,6280.0,0.32713070193596183,0.2259203172493436,0.0005447275817363736,0.0006863567529878308,2.1789103269454946e-05,0.1699985837082875,0.030025384305308916,0.09393282419462028,0.0094782599222129,0.0010894551634727473,0.07400668925470372,0.0332719606924577,0.0,0.00944557626730872,0.02444737386832845,0.06841778426608854
8520,ATLÁNTICO,Palmar de Varela,Ciudades y aglomeraciones,21600.0,7075.0,4181.0,0.0,7.0,4.0,3189.0,1405.0,1895.0,310.0,35.0,1449.0,1020.0,0.0,144.0,886.0,1.0,172.0,264.0,0.9848484848484848,2050.0,2922132.0,1,2061.0,0.3275462962962963,0.19356481481481483,0.0,0.00032407407407407406,0.00018518518518518518,0.14763888888888888,0.0650462962962963,0.08773148148148148,0.014351851851851852,0.0016203703703703703,0.06708333333333333,0.04722222222222222,0.0,0.006666666666666667,0.04101851851851852,0.09541666666666666
8558,ATLÁNTICO,Polonuevo,Ciudades y aglomeraciones,12576.0,4090.0,2776.0,0.0,46.0,15.0,1817.0,891.0,1464.0,32.0,23.0,710.0,253.0,0.0,24.0,435.0,1.0,86.0,157.0,0.9681528662420382,2050.0,2922132.0,1,773.0,0.3252226463104326,0.22073791348600508,0.0,0.003657760814249364,0.0011927480916030535,0.14448155216284989,0.07084923664122138,0.11641221374045801,0.002544529262086514,0.001828880407124682,0.05645674300254453,0.020117684478371502,0.0,0.0019083969465648854,0.03458969465648855,0.06146628498727735
8560,ATLÁNTICO,Ponedera,Ciudades y aglomeraciones,16673.0,6654.0,2855.0,12.0,3.0,20.0,1310.0,748.0,3070.0,132.0,41.0,1229.0,302.0,0.0,85.0,212.0,1.0,152.0,194.0,1.0,2050.0,2922132.0,1,634.0,0.3990883464283572,0.171234930726324,0.0007197265039285072,0.0001799316259821268,0.0011995441732141785,0.0785701433455287,0.04486295207821028,0.1841300305883764,0.007916991543213578,0.002459065555089066,0.07371198944401128,0.018113117015534096,0.0,0.005098062736160259,0.012715168236070292,0.038025550290889464
8573,ATLÁNTICO,Puerto Colombia,Ciudades y aglomeraciones,25298.0,7302.0,5142.0,12.0,232.0,59.0,3260.0,1867.0,1291.0,16.0,56.0,1911.0,2695.0,0.0,640.0,815.0,1.0,168.0,408.0,0.75,2050.0,2922132.0,1,4453.0,0.288639418135821,0.20325717448019606,0.0004743457980868053,0.009170685429678235,0.0023322001739267927,0.1288639418135821,0.07380030041900545,0.0510317021108388,0.0006324610641157403,0.002213613724405091,0.07553956834532374,0.10653016048699501,0.0,0.025298442564629615,0.032215985453395525,0.17602181990671198
8634,ATLÁNTICO,Sabanagrande,Ciudades y aglomeraciones,23299.0,7664.0,4646.0,6.0,86.0,35.0,2678.0,1895.0,2679.0,36.0,180.0,1577.0,1081.0,0.0,202.0,534.0,1.0,229.0,334.0,0.9850299401197604,2050.0,2922132.0,1,1944.0,0.3289411562728014,0.19940769990128332,0.00025752178205073177,0.0036911455427271556,0.0015022103952959354,0.11494055538864328,0.08133396283102279,0.11498347568565175,0.0015451306923043907,0.007725653461521953,0.06768530838233401,0.04639684106614018,0.0,0.008669899995707971,0.02291943860251513,0.0834370573844371
8638,ATLÁNTICO,Sabanalarga,Ciudades y aglomeraciones,78199.0,23705.0,14727.0,25.0,814.0,221.0,11822.0,3927.0,7998.0,2151.0,718.0,4825.0,5589.0,0.0,542.0,1135.0,1.0,768.0,975.0,0.9384615384615383,2050.0,2922132.0,1,8326.0,0.3031368687579125,0.18832721646056855,0.0003196971828284249,0.010409340272893515,0.002826123096203276,0.15117840381590558,0.050218033478688986,0.1022775227304697,0.02750674561055768,0.009181703090832364,0.06170155628588601,0.07147150219312268,0.0,0.006931034923720252,0.01451425210041049,0.10647194976917863
8685,ATLÁNTICO,Santo Tomás,Ciudades y aglomeraciones,21906.0,6629.0,3854.0,0.0,247.0,13.0,3586.0,435.0,2257.0,23.0,73.0,1346.0,2128.0,0.0,347.0,968.0,2.0,135.0,273.0,0.9487179487179488,2050.0,2922132.0,1,3703.0,0.3026111567607048,0.1759335341915457,0.0,0.011275449648498128,0.0005934447183420068,0.16369944307495662,0.01985757326759792,0.1030311330229161,0.001049940655528166,0.003332420341458961,0.06144435314525701,0.09714233543321464,0.0,0.015840409020359717,0.044188806719620194,0.1690404455400347
8758,ATLÁNTICO,Soledad,Ciudades y aglomeraciones,425572.0,121174.0,92408.0,6.0,473.0,8.0,71140.0,23697.0,28161.0,5588.0,550.0,28376.0,26119.0,0.0,4279.0,23593.0,1.0,3051.0,5211.0,0.9850316637881404,2050.0,2922132.0,1,54478.0,0.28473207823822994,0.2171383455678475,1.409867190510654e-05,0.0011114453018525655,1.879822920680872e-05,0.16716325322154654,0.05568270468921827,0.06617211658661754,0.013130563100955889,0.0012923782579680994,0.06667731899655052,0.061373868581579616,0.0,0.010054702846991814,0.055438327709529764,0.12801124134106567
8832,ATLÁNTICO,Tubará,Ciudades y aglomeraciones,9934.0,3805.0,1687.0,14.0,15.0,0.0,762.0,911.0,1221.0,15.0,36.0,763.0,310.0,0.0,59.0,336.0,1.0,79.0,113.0,1.0,2050.0,2922132.0,1,734.0,0.3830279846990135,0.16982081739480573,0.0014093013891685123,0.0015099657741091202,0.0,0.0767062613247433,0.0917052546808939,0.12291121401248238,0.0015099657741091202,0.0036239178578618887,0.07680692570968391,0.031205959331588484,0.0,0.005939198711495872,0.03382323334004429,0.07388765854640628
8849,ATLÁNTICO,Usiacurí,Ciudades y aglomeraciones,7978.0,2981.0,1534.0,0.0,9.0,5.0,1498.0,140.0,740.0,2.0,29.0,595.0,230.0,0.0,68.0,147.0,1.0,106.0,159.0,0.9874213836477987,2050.0,2922132.0,1,459.0,0.3736525444973678,0.19227876660817247,0.0,0.001128102281273502,0.00062672348959639,0.18776635748307846,0.017548257708698924,0.09275507646026573,0.000250689395838556,0.0036349962396590623,0.07458009526197042,0.028829280521433943,0.0,0.008523439458510905,0.01842567059413387,0.05753321634494861
11001,"BOGOTÁ, D.C.","Bogotá, D.C.",Ciudades y aglomeraciones,,,,,,,,,,,,,,,,,2.0,15664.0,38385.0,0.5758238895401849,2050.0,7332164.0,0,0.0,,,,,,,,,,,,,,,,
13052,BOLÍVAR,Arjona,Ciudades y aglomeraciones,56211.0,19505.0,10956.0,34.0,75.0,61.0,6266.0,1825.0,10051.0,215.0,153.0,3880.0,1490.0,0.0,439.0,1261.0,1.0,573.0,662.0,0.9788519637462236,2050.0,2376170.0,1,3360.0,0.3469961395456405,0.1949084698724449,0.0006048638166906834,0.001334258419170625,0.0010851968475921083,0.11147284339364182,0.03246695486648521,0.17880841828111935,0.0038248741349557916,0.002721887175108075,0.06902563555176033,0.026507267260856417,0.0,0.007809859280212058,0.022433331554322106,0.059774777178843996
13001,BOLÍVAR,Cartagena,Ciudades y aglomeraciones,838762.0,223712.0,183333.0,782.0,9293.0,1896.0,111094.0,42499.0,49180.0,20041.0,2176.0,50539.0,79084.0,0.0,22628.0,42505.0,,,,,2050.0,2376170.0,1,156188.0,0.26671689943035093,0.21857571039222093,0.0009323264525574596,0.011079424198998046,0.002260474365791488,0.13244996792892383,0.05066872366654665,0.05863403444600494,0.02389354787174431,0.0025942996940729315,0.06025427952148524,0.0942865795064631,0.0,0.026977855458401787,0.05067587706643839,0.18621253704865026
13222,BOLÍVAR,Clemencia,Ciudades y aglomeraciones,10700.0,4148.0,2062.0,7.0,4.0,24.0,883.0,387.0,1988.0,8.0,10.0,925.0,79.0,0.0,32.0,143.0,1.0,174.0,174.0,1.0,2050.0,2376170.0,1,289.0,0.38766355140186914,0.19271028037383178,0.0006542056074766356,0.00037383177570093456,0.0022429906542056075,0.08252336448598131,0.036168224299065424,0.1857943925233645,0.0007476635514018691,0.0009345794392523365,0.08644859813084112,0.007383177570093458,0.0,0.0029906542056074765,0.013364485981308412,0.027009345794392525
13620,BOLÍVAR,San Cristóbal,Ciudades y aglomeraciones,6178.0,2749.0,1333.0,0.0,2.0,2.0,463.0,217.0,783.0,18.0,32.0,376.0,95.0,0.0,30.0,78.0,1.0,119.0,119.0,1.0,2050.0,2376170.0,1,207.0,0.44496600841696343,0.21576561994172871,0.0,0.0003237293622531564,0.0003237293622531564,0.0749433473616057,0.035124635804467466,0.12674004532211072,0.0029135642602784073,0.005179669796050502,0.060861120103593395,0.015377144707024927,0.0,0.004855940433797346,0.012625445127873098,0.03350598899320168
13683,BOLÍVAR,Santa Rosa,Ciudades y aglomeraciones,16831.0,7291.0,2996.0,21.0,25.0,6.0,1392.0,631.0,2910.0,239.0,9.0,954.0,125.0,0.0,29.0,203.0,1.0,229.0,229.0,1.0,2050.0,2376170.0,1,409.0,0.43318875883785873,0.17800487196245024,0.0012476977006713802,0.0014853544055611668,0.00035648505733468005,0.08270453330164577,0.03749034519636385,0.17289525280731982,0.014199988117164756,0.00053472758600202,0.05668112411621413,0.007426772027805835,0.0,0.0017230111104509535,0.012061077773156676,0.02430039807498069
13836,BOLÍVAR,Turbaco,Ciudades y aglomeraciones,59419.0,18482.0,14046.0,55.0,96.0,166.0,7790.0,1917.0,6722.0,52.0,159.0,3535.0,3142.0,0.0,846.0,2411.0,2.0,640.0,1132.0,0.9169611307420494,2050.0,2376170.0,1,6716.0,0.3110452885440684,0.23638903381073395,0.0009256298490381864,0.0016156448274121072,0.0027937191807334352,0.13110284589104496,0.03226240764738551,0.11312879718608526,0.0008751409481815581,0.0026759117454013027,0.05949275484272707,0.05287870883050876,0.0,0.014237870041569196,0.040576246655110317,0.11302781938437201
13838,BOLÍVAR,Turbaná,Ciudades y aglomeraciones,12365.0,4396.0,2636.0,4.0,7.0,16.0,1428.0,1104.0,1430.0,27.0,30.0,956.0,97.0,0.0,32.0,202.0,1.0,133.0,152.0,1.0,2050.0,2376170.0,1,358.0,0.35551961180752123,0.21318236959158915,0.00032349373230893653,0.0005661140315406389,0.0012939749292357461,0.11548726243429033,0.08928427011726647,0.1156490093004448,0.0021835826930853217,0.002426202992317024,0.07731500202183583,0.00784472300849171,0.0,0.0025879498584714922,0.016336433481601294,0.02895268904164982
13873,BOLÍVAR,Villanueva,Ciudades y aglomeraciones,16313.0,5896.0,3209.0,11.0,12.0,22.0,1375.0,148.0,3460.0,862.0,52.0,984.0,142.0,0.0,8.0,132.0,1.0,216.0,216.0,1.0,2050.0,2376170.0,1,327.0,0.3614295347269049,0.19671427695702814,0.0006743088334457181,0.000735609636486238,0.0013486176668914363,0.08428860418071477,0.009072518849996936,0.21210077852019862,0.05284129222092809,0.0031876417581070313,0.060319990191871516,0.008704714031753815,0.0,0.0004904064243241587,0.008091706001348618,0.020045362594249983
15238,BOYACÁ,Duitama,Ciudades y aglomeraciones,98161.0,33227.0,20068.0,44.0,2013.0,279.0,11443.0,4517.0,6127.0,377.0,215.0,5652.0,10484.0,0.0,1516.0,2199.0,2.0,571.0,1036.0,0.6843629343629344,2050.0,1490926.0,1,16535.0,0.3384949216083781,0.20443964507289045,0.0004482431923065168,0.020507126048023145,0.0028422693330345046,0.11657379203553346,0.04601623862837583,0.06241786452868247,0.003840629170444474,0.0021902792351341164,0.05757887552082803,0.10680412791230733,0.0,0.015444015444015444,0.022401972270046148,0.1684477541997331
15759,BOYACÁ,Sogamoso,Ciudades y aglomeraciones,106373.0,37314.0,21376.0,26.0,1461.0,105.0,14525.0,5208.0,7224.0,276.0,174.0,5309.0,9107.0,0.0,1339.0,2929.0,2.0,967.0,1270.0,0.8275590551181102,2050.0,1490926.0,1,14967.0,0.3507845035864364,0.20095324941479512,0.00024442292687054044,0.013734688313763831,0.000987092589284875,0.1365478081844077,0.0489597924285298,0.0679119701427994,0.002594643377548814,0.0016357534336720785,0.04990928149060382,0.08561383057730815,0.0,0.012587780733832833,0.027535182800146652,0.1407029979412069
15001,BOYACÁ,Tunja,Ciudades y aglomeraciones,142094.0,38654.0,24437.0,26.0,4191.0,607.0,18149.0,7871.0,7927.0,2207.0,278.0,8466.0,24371.0,0.0,1966.0,2944.0,3.0,764.0,1925.0,0.4171428571428571,2050.0,1490926.0,1,34105.0,0.27203119062029363,0.1719777048995735,0.00018297746562134925,0.02949455993919518,0.004271820062775346,0.12772530859853337,0.05539290891944769,0.05578701423001675,0.015531971793319915,0.001956451363182119,0.05958027784424395,0.17151322364068855,0.0,0.01383591143890664,0.020718679184202008,0.2400171717313891
17001,CALDAS,Manizales,Ciudades y aglomeraciones,349948.0,106758.0,67745.0,555.0,5834.0,1546.0,60283.0,14237.0,17143.0,749.0,1268.0,15523.0,43014.0,0.0,8461.0,6832.0,3.0,1196.0,3209.0,0.4372078529136802,2050.0,1098853.0,1,66242.0,0.305068181558403,0.1935859041914799,0.0015859499125584371,0.01667104827002869,0.004417799215883503,0.17226273617794644,0.04068318721638643,0.04898727810989061,0.0021403179901013864,0.0036233954758992763,0.044358018905665986,0.12291540457439391,0.0,0.024177877856138626,0.019522900545223862,0.18929098037422704
17873,CALDAS,Villamaría,Ciudades y aglomeraciones,42584.0,15359.0,8421.0,14.0,286.0,59.0,7453.0,839.0,2986.0,1177.0,124.0,1746.0,2285.0,0.0,763.0,1072.0,2.0,192.0,460.0,0.5804347826086956,2050.0,1098853.0,1,4479.0,0.36067537103137326,0.19775032876197632,0.0003287619763291377,0.0067161375164380985,0.001385496900244223,0.17501878639864737,0.019702235581439038,0.07012023295134323,0.027639489009956792,0.002911891790343791,0.041001315047905315,0.05365865113657712,0.0,0.017917527709938003,0.025173774187488257,0.10518034942701485
18001,CAQUETÁ,Florencia,Ciudades y aglomeraciones,123732.0,45017.0,22109.0,16.0,1319.0,175.0,13634.0,6020.0,12420.0,5786.0,216.0,6029.0,8514.0,0.0,887.0,1590.0,1.0,1670.0,2229.0,0.9380888290713324,2050.0,436416.0,1,12501.0,0.363826657614845,0.1786845763424175,0.00012931173827304172,0.010660136423883878,0.001414347137361394,0.11018976497591569,0.04865354152523195,0.10037823683444864,0.04676235735298872,0.0017457084666860634,0.04872627937801054,0.06881000872854233,0.0,0.0071687194905117515,0.012850353990883523,0.10103287750945592
85001,CASANARE,Yopal,Ciudades y aglomeraciones,94315.0,36451.0,19794.0,35.0,1303.0,66.0,10906.0,4201.0,8557.0,598.0,197.0,3834.0,6061.0,0.0,683.0,1629.0,2.0,785.0,1834.0,0.8091603053435115,2050.0,583735.0,1,9777.0,0.38648147166410435,0.2098711763770344,0.00037109685627948895,0.01381540582091926,0.0006997826432698934,0.11563378041668876,0.04454222552086094,0.0907278799766739,0.006340454858718126,0.0020887451624874093,0.040651009913587444,0.06426337274028522,0.0,0.00724169008111117,0.017271907967979644,0.10366325610984467
19513,CAUCA,Padilla,Ciudades y aglomeraciones,7715.0,3429.0,1662.0,0.0,36.0,12.0,934.0,322.0,434.0,283.0,12.0,410.0,84.0,0.0,15.0,82.0,1.0,107.0,111.0,1.0,2050.0,1839610.0,1,229.0,0.44445884640311084,0.2154244977316915,0.0,0.0046662346079066755,0.0015554115359688917,0.12106286454957874,0.04173687621516526,0.05625405055087492,0.03668178872326636,0.0015554115359688917,0.053143227478937134,0.010887880751782243,0.0,0.0019442644199611147,0.010628645495787428,0.02968243681140635
19001,CAUCA,Popayán,Ciudades y aglomeraciones,243595.0,84328.0,44032.0,91.0,3974.0,776.0,36804.0,8332.0,13631.0,481.0,635.0,10045.0,31569.0,0.0,3409.0,5488.0,2.0,1025.0,2941.0,0.6082964977898674,2050.0,1839610.0,1,45307.0,0.3461811613538866,0.18075904677846424,0.0003735708861019315,0.016313963751308523,0.003185615468297789,0.15108684496808228,0.03420431453847575,0.0559576345984113,0.0019745889693959236,0.002606785853568423,0.041236478581251665,0.12959625608078984,0.0,0.01399454011781851,0.022529198054147253,0.18599314435846384
19573,CAUCA,Puerto Tejada,Ciudades y aglomeraciones,41405.0,15643.0,8639.0,94.0,173.0,57.0,5659.0,2383.0,3029.0,100.0,70.0,1947.0,1266.0,0.0,1046.0,1299.0,2.0,248.0,418.0,0.9521531100478468,2050.0,1839610.0,1,3935.0,0.3778046129694481,0.20864629875618887,0.0022702572153121604,0.004178239343074508,0.0013766453326892888,0.1366743146962927,0.0575534355754136,0.07315541601255887,0.0024151672503320855,0.0016906170752324597,0.047023306363965706,0.030576017389204204,0.0,0.025262649438473613,0.03137302258181379,0.09503683130056756
